#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#
#~~~~~~~~~ RAPP measurements | INTI 2024-06-04 ~~~~~~~~#
#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#
ANGLE,CH0,CH1,NORM
0.0,1.00675,0.262125,0.000321686472
0.0,1.00675,0.262125,0.000321686472
0.0,1.006,0.262375,0.000321686472
0.0,1.005625,0.26225,0.000321686472
0.0,1.00625,0.262125,0.000321686472
0.0,1.006625,0.26225,0.000321686472
0.0,1.00625,0.26225,0.000321686472
0.0,1.006125,0.262125,0.000321686472
0.0,1.006125,0.262125,0.000321686472
0.0,1.006375,0.262375,0.000321686472
0.0,1.00675,0.2625,0.000321686472
0.0,1.0065,0.2625,0.000321686472
0.0,1.006875,0.262125,0.000321686472
0.0,1.007125,0.26225,0.000321686472
0.0,1.007,0.262125,0.000321686472
0.0,1.00675,0.262125,0.000321686472
0.0,1.00675,0.261875,0.000321686472
0.0,1.006875,0.262,0.000321686472
0.0,1.0065,0.262375,0.000321686472
0.0,1.00625,0.262375,0.000321686472
0.0,1.006125,0.26225,0.000321686472
0.0,1.006125,0.262375,0.000321686472
0.0,1.006375,0.262375,0.000321686472
0.0,1.006,0.26225,0.000321686472
0.0,1.005875,0.26225,0.000321686472
0.0,1.005875,0.262375,0.000321686472
0.0,1.006,0.262375,0.000321686472
0.0,1.0065,0.262125,0.000321686472
0.0,1.007125,0.262125,0.000321686472
0.0,1.007,0.262125,0.000321686472
0.0,1.006875,0.262125,0.000321686472
0.0,1.006875,0.262125,0.000321686472
0.0,1.00725,0.262,0.000321686472
0.0,1.00725,0.262125,0.000321686472
0.0,1.006875,0.26225,0.000321686472
0.0,1.00625,0.262125,0.000321686472
0.0,1.006,0.262125,0.000321686472
0.0,1.00625,0.262125,0.000321686472
0.0,1.0065,0.262375,0.000321686472
0.0,1.006375,0.262375,0.000321686472
0.0,1.006375,0.26225,0.000321686472
0.0,1.006375,0.26225,0.000321686472
0.0,1.0065,0.262375,0.000321686472
0.0,1.00675,0.262625,0.000321686472
0.0,1.006875,0.2625,0.000321686472
0.0,1.00675,0.26225,0.000321686472
0.0,1.006875,0.262375,0.000321686472
0.0,1.0065,0.26225,0.000321686472
0.0,1.006875,0.262125,0.000321686472
0.0,1.007125,0.26225,0.000321686472
0.0,1.0075,0.262125,0.000321686472
0.0,1.007,0.262125,0.000321686472
0.0,1.0065,0.26225,0.000321686472
0.0,1.00625,0.262375,0.000321686472
0.0,1.006375,0.2625,0.000321686472
0.0,1.0065,0.2625,0.000321686472
0.0,1.0065,0.26225,0.000321686472
0.0,1.0065,0.26225,0.000321686472
0.0,1.006125,0.262375,0.000321686472
0.0,1.006,0.262375,0.000321686472
0.0,1.00625,0.262375,0.000321686472
0.0,1.00625,0.262125,0.000321686472
0.0,1.006625,0.262125,0.000321686472
0.0,1.006875,0.262125,0.000321686472
0.0,1.006375,0.262125,0.000321686472
0.0,1.00675,0.262125,0.000321686472
0.0,1.0075,0.261875,0.000321686472
0.0,1.007,0.261875,0.000321686472
0.0,1.006875,0.262125,0.000321686472
0.0,1.0065,0.262375,0.000321686472
0.0,1.006125,0.262125,0.000321686472
0.0,1.00625,0.262375,0.000321686472
0.0,1.00625,0.262375,0.000321686472
0.0,1.00625,0.262375,0.000321686472
0.0,1.006,0.2625,0.000321686472
0.0,1.006,0.2625,0.000321686472
0.0,1.0065,0.2625,0.000321686472
0.0,1.00675,0.262375,0.000321686472
