#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#
#~~~~~~~~~ RAPP measurements | INTI 2024-06-04 ~~~~~~~~#
#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#
ANGLE,CH0,CH1,NORM
0.0,1.00625,0.262875,0.000321379048
0.0,1.006375,0.26275,0.000321379048
0.0,1.006625,0.262875,0.000321379048
0.0,1.006375,0.263,0.000321379048
0.0,1.006375,0.26275,0.000321379048
0.0,1.006125,0.262875,0.000321379048
0.0,1.006,0.263125,0.000321379048
0.0,1.005875,0.263125,0.000321379048
0.0,1.005875,0.263125,0.000321379048
0.0,1.00625,0.263125,0.000321379048
0.0,1.006125,0.263,0.000321379048
0.0,1.006375,0.26325,0.000321379048
0.0,1.006,0.263125,0.000321379048
0.0,1.0065,0.263375,0.000321379048
0.0,1.006625,0.26325,0.000321379048
0.0,1.006375,0.263,0.000321379048
0.0,1.00625,0.263,0.000321379048
0.0,1.0065,0.262875,0.000321379048
0.0,1.007,0.262875,0.000321379048
0.0,1.00675,0.26275,0.000321379048
0.0,1.006625,0.263,0.000321379048
0.0,1.006125,0.263,0.000321379048
0.0,1.005875,0.262875,0.000321379048
0.0,1.00575,0.262875,0.000321379048
0.0,1.005875,0.262875,0.000321379048
0.0,1.005875,0.262875,0.000321379048
0.0,1.006,0.263,0.000321379048
0.0,1.006,0.263125,0.000321379048
0.0,1.005875,0.26325,0.000321379048
0.0,1.00625,0.26325,0.000321379048
0.0,1.006375,0.26325,0.000321379048
0.0,1.00625,0.26325,0.000321379048
0.0,1.00675,0.26325,0.000321379048
0.0,1.00675,0.263,0.000321379048
0.0,1.0065,0.26275,0.000321379048
0.0,1.007,0.262875,0.000321379048
0.0,1.007,0.263,0.000321379048
0.0,1.00675,0.262875,0.000321379048
0.0,1.0065,0.263125,0.000321379048
0.0,1.006375,0.263125,0.000321379048
0.0,1.00625,0.263,0.000321379048
0.0,1.00625,0.263,0.000321379048
0.0,1.006375,0.263125,0.000321379048
0.0,1.00625,0.26325,0.000321379048
0.0,1.00625,0.263125,0.000321379048
0.0,1.006,0.263375,0.000321379048
0.0,1.00625,0.26325,0.000321379048
0.0,1.00625,0.26325,0.000321379048
0.0,1.006625,0.263125,0.000321379048
0.0,1.0065,0.263,0.000321379048
0.0,1.006125,0.263125,0.000321379048
0.0,1.006375,0.263,0.000321379048
0.0,1.006875,0.263,0.000321379048
0.0,1.007,0.262875,0.000321379048
0.0,1.006625,0.262875,0.000321379048
0.0,1.00625,0.262875,0.000321379048
0.0,1.00625,0.262875,0.000321379048
0.0,1.00625,0.262875,0.000321379048
0.0,1.006125,0.263,0.000321379048
0.0,1.006125,0.263,0.000321379048
0.0,1.006,0.263125,0.000321379048
0.0,1.005875,0.26325,0.000321379048
0.0,1.006375,0.263375,0.000321379048
0.0,1.006625,0.263125,0.000321379048
0.0,1.006375,0.26325,0.000321379048
0.0,1.0065,0.263,0.000321379048
0.0,1.00675,0.263,0.000321379048
0.0,1.0065,0.263125,0.000321379048
0.0,1.006625,0.263,0.000321379048
0.0,1.007125,0.262875,0.000321379048
0.0,1.00725,0.262875,0.000321379048
0.0,1.006375,0.263,0.000321379048
0.0,1.00575,0.263125,0.000321379048
0.0,1.00575,0.263125,0.000321379048
0.0,1.005875,0.263125,0.000321379048
0.0,1.006,0.263375,0.000321379048
0.0,1.006,0.26325,0.000321379048
0.0,1.006125,0.263125,0.000321379048
0.0,1.00625,0.26325,0.000321379048
0.0,1.006375,0.26325,0.000321379048
0.0,1.006125,0.26325,0.000321379048
0.0,1.006625,0.2635,0.000321379048
0.0,1.006875,0.263375,0.000321379048
0.0,1.006375,0.263125,0.000321379048
0.0,1.00625,0.263,0.000321379048
0.0,1.006625,0.263125,0.000321379048
0.0,1.00675,0.263,0.000321379048
0.0,1.007,0.262875,0.000321379048
0.0,1.00675,0.263,0.000321379048
0.0,1.0065,0.263125,0.000321379048
0.0,1.0065,0.263125,0.000321379048
0.0,1.006125,0.26325,0.000321379048
0.0,1.00575,0.26325,0.000321379048
0.0,1.005875,0.263125,0.000321379048
0.0,1.006125,0.263125,0.000321379048
0.0,1.00625,0.263375,0.000321379048
0.0,1.006875,0.26325,0.000321379048
0.0,1.006375,0.2635,0.000321379048
0.0,1.006625,0.263125,0.000321379048
0.0,1.0065,0.263,0.000321379048
0.0,1.0065,0.263,0.000321379048
0.0,1.0065,0.262875,0.000321379048
0.0,1.006875,0.262875,0.000321379048
0.0,1.006875,0.262875,0.000321379048
0.0,1.00625,0.263,0.000321379048
0.0,1.006125,0.26325,0.000321379048
0.0,1.006125,0.26325,0.000321379048
0.0,1.00625,0.263375,0.000321379048
0.0,1.00625,0.263,0.000321379048
0.0,1.006,0.263125,0.000321379048
0.0,1.006125,0.263125,0.000321379048
0.0,1.00625,0.263125,0.000321379048
0.0,1.00625,0.2635,0.000321379048
0.0,1.006625,0.2635,0.000321379048
0.0,1.0065,0.2635,0.000321379048
0.0,1.00625,0.263375,0.000321379048
0.0,1.006625,0.263125,0.000321379048
0.0,1.006625,0.263,0.000321379048
0.0,1.006625,0.263,0.000321379048
0.0,1.00675,0.263,0.000321379048
0.0,1.007,0.262875,0.000321379048
0.0,1.006625,0.26275,0.000321379048
0.0,1.006625,0.26275,0.000321379048
0.0,1.00625,0.262875,0.000321379048
0.0,1.006125,0.263125,0.000321379048
0.0,1.006125,0.263375,0.000321379048
0.0,1.00625,0.26325,0.000321379048
0.0,1.005875,0.26325,0.000321379048
0.0,1.005875,0.263375,0.000321379048
0.0,1.006375,0.263375,0.000321379048
0.0,1.00675,0.2635,0.000321379048
0.0,1.00675,0.26325,0.000321379048
0.0,1.006875,0.263,0.000321379048
0.0,1.0065,0.263125,0.000321379048
0.0,1.0065,0.263,0.000321379048
0.0,1.007,0.263125,0.000321379048
0.0,1.00725,0.263,0.000321379048
0.0,1.007,0.263,0.000321379048
0.0,1.007,0.263,0.000321379048
0.0,1.006625,0.263,0.000321379048
0.0,1.006,0.263,0.000321379048
0.0,1.005625,0.263125,0.000321379048
0.0,1.006,0.263125,0.000321379048
0.0,1.00625,0.263125,0.000321379048
0.0,1.00625,0.263125,0.000321379048
0.0,1.006375,0.26325,0.000321379048
0.0,1.0065,0.263375,0.000321379048
0.0,1.006375,0.263375,0.000321379048
0.0,1.00575,0.26325,0.000321379048
0.0,1.00625,0.26325,0.000321379048
0.0,1.0065,0.263,0.000321379048
0.0,1.0065,0.262875,0.000321379048
0.0,1.0065,0.263,0.000321379048
0.0,1.00675,0.263125,0.000321379048
0.0,1.00675,0.263125,0.000321379048
0.0,1.006375,0.262875,0.000321379048
0.0,1.00625,0.26275,0.000321379048
0.0,1.006125,0.263,0.000321379048
